altersgruppe,region,datum,anzahl,summe,population
Unbekannt,NE,2021-10-25,0,2,NA
Unbekannt,NW,2021-10-25,0,0,NA
Unbekannt,OW,2021-10-25,0,0,NA
Unbekannt,SG,2021-10-25,0,5,NA
Unbekannt,SH,2021-10-25,0,0,NA
Unbekannt,SO,2021-10-25,0,4,NA
Unbekannt,SZ,2021-10-25,0,3,NA
Unbekannt,TG,2021-10-25,1,8,NA
Unbekannt,TI,2021-10-25,0,8,NA
Unbekannt,UR,2021-10-25,0,2,NA
Unbekannt,VD,2021-10-25,0,28,NA
Unbekannt,VS,2021-10-25,0,0,NA
Unbekannt,ZG,2021-10-25,0,0,NA
Unbekannt,ZH,2021-10-25,2,45,NA
0 - 9,AG,2021-11-01,134,2602,73435
0 - 9,AI,2021-11-01,1,40,1751
0 - 9,AR,2021-11-01,25,190,6002
0 - 9,BE,2021-11-01,277,3022,101906
0 - 9,BL,2021-11-01,72,1411,27883
0 - 9,BS,2021-11-01,46,1170,18510
0 - 9,FR,2021-11-01,33,908,36132
0 - 9,GE,2021-11-01,86,2609,53474
0 - 9,GL,2021-11-01,5,158,4062
0 - 9,GR,2021-11-01,93,797,17618
0 - 9,JU,2021-11-01,5,237,7306
0 - 9,LU,2021-11-01,65,1237,43735
0 - 9,NE,2021-11-01,26,711,17264
0 - 9,NW,2021-11-01,33,192,3914
0 - 9,OW,2021-11-01,16,137,3825
0 - 9,SG,2021-11-01,160,1559,54040
0 - 9,SH,2021-11-01,30,305,8050
0 - 9,SO,2021-11-01,62,1145,27596
0 - 9,SZ,2021-11-01,60,552,16038
0 - 9,TG,2021-11-01,80,980,30136
0 - 9,TI,2021-11-01,27,855,28476
0 - 9,UR,2021-11-01,21,221,3614
0 - 9,VD,2021-11-01,66,2233,87915
0 - 9,VS,2021-11-01,29,1261,33780
0 - 9,ZG,2021-11-01,19,435,13311
0 - 9,ZH,2021-11-01,353,7033,164131
10 - 19,AG,2021-11-01,207,8058,69526
10 - 19,AI,2021-11-01,6,289,1666
10 - 19,AR,2021-11-01,46,755,5311
10 - 19,BE,2021-11-01,559,10998,97838
10 - 19,BL,2021-11-01,116,3263,28384
10 - 19,BS,2021-11-01,77,2115,15827
10 - 19,FR,2021-11-01,66,4307,36160
10 - 19,GE,2021-11-01,94,7974,53904
10 - 19,GL,2021-11-01,19,634,3827
10 - 19,GR,2021-11-01,122,2230,17630
10 - 19,JU,2021-11-01,12,987,7854
10 - 19,LU,2021-11-01,195,4942,41479
10 - 19,NE,2021-11-01,21,2391,19083
10 - 19,NW,2021-11-01,62,536,3946
10 - 19,OW,2021-11-01,34,537,3787
10 - 19,SG,2021-11-01,318,7593,52232
10 - 19,SH,2021-11-01,26,1017,7781
10 - 19,SO,2021-11-01,91,3228,26026
10 - 19,SZ,2021-11-01,172,2114,15362
10 - 19,TG,2021-11-01,125,3325,27865
10 - 19,TI,2021-11-01,30,3413,33880
10 - 19,UR,2021-11-01,35,626,3752
10 - 19,VD,2021-11-01,86,10850,91874
10 - 19,VS,2021-11-01,78,4924,34634
10 - 19,ZG,2021-11-01,69,1667,12888
10 - 19,ZH,2021-11-01,498,18783,146478
20 - 29,AG,2021-11-01,193,11067,79778
20 - 29,AI,2021-11-01,9,363,2010
20 - 29,AR,2021-11-01,30,942,5879
20 - 29,BE,2021-11-01,242,15323,115407
20 - 29,BL,2021-11-01,68,4091,30005
20 - 29,BS,2021-11-01,53,3444,23124
20 - 29,FR,2021-11-01,38,7211,42907
20 - 29,GE,2021-11-01,73,13171,64139
20 - 29,GL,2021-11-01,20,805,4698
20 - 29,GR,2021-11-01,86,3126,22458
20 - 29,JU,2021-11-01,15,1530,8949
20 - 29,LU,2021-11-01,145,7838,52323
20 - 29,NE,2021-11-01,13,3532,21841
20 - 29,NW,2021-11-01,25,677,4633
20 - 29,OW,2021-11-01,37,723,4199
20 - 29,SG,2021-11-01,328,11042,64970
20 - 29,SH,2021-11-01,24,1212,9350
20 - 29,SO,2021-11-01,65,4287,31541
20 - 29,SZ,2021-11-01,105,2977,18080
20 - 29,TG,2021-11-01,131,4810,32707
20 - 29,TI,2021-11-01,32,5267,37316
20 - 29,UR,2021-11-01,10,738,4333
20 - 29,VD,2021-11-01,125,18479,106260
20 - 29,VS,2021-11-01,53,7419,42484
20 - 29,ZG,2021-11-01,52,1900,13188
20 - 29,ZH,2021-11-01,421,26228,185153
30 - 39,AG,2021-11-01,203,10927,100400
30 - 39,AI,2021-11-01,26,325,2084
30 - 39,AR,2021-11-01,45,948,7181
30 - 39,BE,2021-11-01,310,13938,143365
30 - 39,BL,2021-11-01,78,3674,35909
30 - 39,BS,2021-11-01,79,3245,33455
30 - 39,FR,2021-11-01,60,6410,46547
30 - 39,GE,2021-11-01,123,13986,76283
30 - 39,GL,2021-11-01,16,724,5693
30 - 39,GR,2021-11-01,92,2846,26120
30 - 39,JU,2021-11-01,9,1275,8826
30 - 39,LU,2021-11-01,133,7005,61154
30 - 39,NE,2021-11-01,28,3166,23159
30 - 39,NW,2021-11-01,32,593,5642
30 - 39,OW,2021-11-01,33,618,5035
30 - 39,SG,2021-11-01,290,10030,73653
30 - 39,SH,2021-11-01,29,1113,11206
30 - 39,SO,2021-11-01,66,3987,38552
30 - 39,SZ,2021-11-01,112,2789,22237
30 - 39,TG,2021-11-01,138,4654,40710
30 - 39,TI,2021-11-01,31,5216,39781
30 - 39,UR,2021-11-01,18,618,4637
30 - 39,VD,2021-11-01,140,17954,120501
30 - 39,VS,2021-11-01,64,7282,47853
30 - 39,ZG,2021-11-01,47,1814,18604
30 - 39,ZH,2021-11-01,461,28017,256370
40 - 49,AG,2021-11-01,182,10015,96825
40 - 49,AI,2021-11-01,16,301,1930
40 - 49,AR,2021-11-01,32,797,7092
40 - 49,BE,2021-11-01,331,12713,137398
40 - 49,BL,2021-11-01,85,3638,38786
40 - 49,BS,2021-11-01,67,2589,27627
40 - 49,FR,2021-11-01,55,6161,45409
40 - 49,GE,2021-11-01,123,13283,77034
40 - 49,GL,2021-11-01,17,620,5328
40 - 49,GR,2021-11-01,95,2640,26075
40 - 49,JU,2021-11-01,12,1185,8992
40 - 49,LU,2021-11-01,158,5939,55769
40 - 49,NE,2021-11-01,32,3340,23956
40 - 49,NW,2021-11-01,48,542,5613
40 - 49,OW,2021-11-01,16,559,5024
40 - 49,SG,2021-11-01,289,9006,66764
40 - 49,SH,2021-11-01,23,985,10746
40 - 49,SO,2021-11-01,75,3439,35972
40 - 49,SZ,2021-11-01,119,2714,22731
40 - 49,TG,2021-11-01,121,3862,37213
40 - 49,TI,2021-11-01,44,6116,48290
40 - 49,UR,2021-11-01,18,638,4684
40 - 49,VD,2021-11-01,160,16416,118412
40 - 49,VS,2021-11-01,82,6844,46165
40 - 49,ZG,2021-11-01,56,1787,19455
40 - 49,ZH,2021-11-01,385,24127,232249
50 - 59,AG,2021-11-01,152,9307,107532
50 - 59,AI,2021-11-01,13,292,2484
50 - 59,AR,2021-11-01,41,960,8616
50 - 59,BE,2021-11-01,247,12726,155465
50 - 59,BL,2021-11-01,79,3747,45701
50 - 59,BS,2021-11-01,29,2269,26847
50 - 59,FR,2021-11-01,40,6004,48825
50 - 59,GE,2021-11-01,61,11445,72478
50 - 59,GL,2021-11-01,15,609,6163
50 - 59,GR,2021-11-01,67,2962,31774
50 - 59,JU,2021-11-01,7,1328,10842
50 - 59,LU,2021-11-01,116,5990,62118
50 - 59,NE,2021-11-01,21,3185,25764
50 - 59,NW,2021-11-01,27,677,7273
50 - 59,OW,2021-11-01,31,669,6121
50 - 59,SG,2021-11-01,207,8947,76399
50 - 59,SH,2021-11-01,21,970,12544
50 - 59,SO,2021-11-01,64,3514,43561
50 - 59,SZ,2021-11-01,113,2883,27140
50 - 59,TG,2021-11-01,125,4207,44654
50 - 59,TI,2021-11-01,34,6453,58508
50 - 59,UR,2021-11-01,11,645,5527
50 - 59,VD,2021-11-01,95,14815,115937
50 - 59,VS,2021-11-01,49,7088,53016
50 - 59,ZG,2021-11-01,27,1750,21071
50 - 59,ZH,2021-11-01,318,20591,223652
60 - 69,AG,2021-11-01,72,5151,83686
60 - 69,AI,2021-11-01,12,199,2025
60 - 69,AR,2021-11-01,22,602,7372
60 - 69,BE,2021-11-01,130,7327,129560
60 - 69,BL,2021-11-01,37,1939,36436
60 - 69,BS,2021-11-01,12,1238,21416
60 - 69,FR,2021-11-01,28,3191,35229
60 - 69,GE,2021-11-01,46,5497,48922
60 - 69,GL,2021-11-01,7,377,5302
60 - 69,GR,2021-11-01,36,1675,26969
60 - 69,JU,2021-11-01,5,848,9320
60 - 69,LU,2021-11-01,62,3186,48108
60 - 69,NE,2021-11-01,11,1696,19209
60 - 69,NW,2021-11-01,11,352,6047
60 - 69,OW,2021-11-01,27,364,4946
60 - 69,SG,2021-11-01,123,5122,60389
60 - 69,SH,2021-11-01,14,585,10864
60 - 69,SO,2021-11-01,35,2066,36105
60 - 69,SZ,2021-11-01,62,1703,20444
60 - 69,TG,2021-11-01,66,2340,35251
60 - 69,TI,2021-11-01,22,3566,43476
60 - 69,UR,2021-11-01,8,340,4778
60 - 69,VD,2021-11-01,63,8098,80347
60 - 69,VS,2021-11-01,28,4191,42899
60 - 69,ZG,2021-11-01,21,902,14649
60 - 69,ZH,2021-11-01,184,10661,157468
70 - 79,AG,2021-11-01,50,2645,58426
70 - 79,AI,2021-11-01,3,122,1433
70 - 79,AR,2021-11-01,10,317,5050
70 - 79,BE,2021-11-01,99,4566,102884
70 - 79,BL,2021-11-01,32,1187,29538
70 - 79,BS,2021-11-01,22,776,16101
70 - 79,FR,2021-11-01,28,2106,25069
70 - 79,GE,2021-11-01,29,3443,36705
70 - 79,GL,2021-11-01,11,221,3795
70 - 79,GR,2021-11-01,27,981,20461
70 - 79,JU,2021-11-01,2,575,7250
70 - 79,LU,2021-11-01,42,1692,33585
70 - 79,NE,2021-11-01,14,1291,15527
70 - 79,NW,2021-11-01,3,185,4461
70 - 79,OW,2021-11-01,14,205,3504
70 - 79,SG,2021-11-01,72,2989,44078
70 - 79,SH,2021-11-01,10,300,8053
70 - 79,SO,2021-11-01,16,1102,25255
70 - 79,SZ,2021-11-01,33,1010,13712
70 - 79,TG,2021-11-01,31,1271,23637
70 - 79,TI,2021-11-01,17,2701,36178
70 - 79,UR,2021-11-01,5,199,3595
70 - 79,VD,2021-11-01,36,5139,62222
70 - 79,VS,2021-11-01,20,2847,33457
70 - 79,ZG,2021-11-01,17,462,10312
70 - 79,ZH,2021-11-01,105,6376,120161
80+,AG,2021-11-01,35,2685,33478
80+,AI,2021-11-01,6,117,977
80+,AR,2021-11-01,5,322,3082
80+,BE,2021-11-01,87,5105,63650
80+,BL,2021-11-01,28,1359,20175
80+,BS,2021-11-01,16,922,13129
80+,FR,2021-11-01,23,1957,13531
80+,GE,2021-11-01,15,4001,26509
80+,GL,2021-11-01,11,236,2322
80+,GR,2021-11-01,23,948,12271
80+,JU,2021-11-01,1,713,4459
80+,LU,2021-11-01,34,1961,22055
80+,NE,2021-11-01,10,1457,10363
80+,NW,2021-11-01,2,167,2365
80+,OW,2021-11-01,7,235,1994
80+,SG,2021-11-01,42,3226,26720
80+,SH,2021-11-01,11,318,5401
80+,SO,2021-11-01,9,1244,15637
80+,SZ,2021-11-01,47,1028,7945
80+,TG,2021-11-01,39,1387,13791
80+,TI,2021-11-01,25,3204,26276
80+,UR,2021-11-01,3,241,2127
80+,VD,2021-11-01,33,5402,39500
80+,VS,2021-11-01,23,2454,18921
80+,ZG,2021-11-01,10,523,6309
80+,ZH,2021-11-01,90,6850,79000
Unbekannt,AG,2021-11-01,0,8,NA
Unbekannt,AI,2021-11-01,0,0,NA
Unbekannt,AR,2021-11-01,0,0,NA
Unbekannt,BE,2021-11-01,0,25,NA
Unbekannt,BL,2021-11-01,0,3,NA
Unbekannt,BS,2021-11-01,0,5,NA
Unbekannt,FR,2021-11-01,0,6,NA
Unbekannt,GE,2021-11-01,0,21,NA
Unbekannt,GL,2021-11-01,0,1,NA
Unbekannt,GR,2021-11-01,0,1,NA
Unbekannt,JU,2021-11-01,0,2,NA
Unbekannt,LU,2021-11-01,2,9,NA
Unbekannt,NE,2021-11-01,0,2,NA
Unbekannt,NW,2021-11-01,0,0,NA
Unbekannt,OW,2021-11-01,0,0,NA
Unbekannt,SG,2021-11-01,1,6,NA
Unbekannt,SH,2021-11-01,0,0,NA
Unbekannt,SO,2021-11-01,0,4,NA
Unbekannt,SZ,2021-11-01,0,3,NA
Unbekannt,TG,2021-11-01,0,8,NA
Unbekannt,TI,2021-11-01,0,8,NA
Unbekannt,UR,2021-11-01,0,2,NA
Unbekannt,VD,2021-11-01,0,28,NA
Unbekannt,VS,2021-11-01,0,0,NA
Unbekannt,ZG,2021-11-01,0,0,NA
Unbekannt,ZH,2021-11-01,0,45,NA
0 - 9,AG,2021-11-08,169,2771,73435
0 - 9,AI,2021-11-08,5,45,1751
0 - 9,AR,2021-11-08,33,223,6002
0 - 9,BE,2021-11-08,379,3401,101906
0 - 9,BL,2021-11-08,102,1513,27883
0 - 9,BS,2021-11-08,111,1281,18510
0 - 9,FR,2021-11-08,81,989,36132
0 - 9,GE,2021-11-08,93,2702,53474
0 - 9,GL,2021-11-08,17,175,4062
0 - 9,GR,2021-11-08,134,931,17618
0 - 9,JU,2021-11-08,18,255,7306
0 - 9,LU,2021-11-08,98,1335,43735
0 - 9,NE,2021-11-08,27,738,17264
0 - 9,NW,2021-11-08,58,250,3914
0 - 9,OW,2021-11-08,10,147,3825
0 - 9,SG,2021-11-08,261,1820,54040
0 - 9,SH,2021-11-08,52,357,8050
0 - 9,SO,2021-11-08,99,1244,27596
0 - 9,SZ,2021-11-08,59,611,16038
0 - 9,TG,2021-11-08,153,1133,30136
0 - 9,TI,2021-11-08,29,884,28476
0 - 9,UR,2021-11-08,15,236,3614
0 - 9,VD,2021-11-08,69,2302,87915
0 - 9,VS,2021-11-08,66,1327,33780
0 - 9,ZG,2021-11-08,40,475,13311
0 - 9,ZH,2021-11-08,674,7707,164131
10 - 19,AG,2021-11-08,323,8381,69526
10 - 19,AI,2021-11-08,8,297,1666
10 - 19,AR,2021-11-08,56,811,5311
10 - 19,BE,2021-11-08,764,11762,97838
10 - 19,BL,2021-11-08,170,3433,28384
10 - 19,BS,2021-11-08,120,2235,15827
10 - 19,FR,2021-11-08,160,4467,36160
10 - 19,GE,2021-11-08,118,8092,53904
10 - 19,GL,2021-11-08,23,657,3827
10 - 19,GR,2021-11-08,193,2423,17630
10 - 19,JU,2021-11-08,25,1012,7854
10 - 19,LU,2021-11-08,263,5205,41479
10 - 19,NE,2021-11-08,35,2426,19083
10 - 19,NW,2021-11-08,93,629,3946
10 - 19,OW,2021-11-08,22,559,3787
10 - 19,SG,2021-11-08,491,8084,52232
10 - 19,SH,2021-11-08,71,1088,7781
10 - 19,SO,2021-11-08,144,3372,26026
10 - 19,SZ,2021-11-08,208,2322,15362
10 - 19,TG,2021-11-08,254,3579,27865
10 - 19,TI,2021-11-08,49,3462,33880
10 - 19,UR,2021-11-08,51,677,3752
10 - 19,VD,2021-11-08,172,11022,91874
10 - 19,VS,2021-11-08,119,5043,34634
10 - 19,ZG,2021-11-08,96,1763,12888
10 - 19,ZH,2021-11-08,711,19494,146478
20 - 29,AG,2021-11-08,218,11285,79778
20 - 29,AI,2021-11-08,16,379,2010
20 - 29,AR,2021-11-08,31,973,5879
20 - 29,BE,2021-11-08,370,15693,115407
20 - 29,BL,2021-11-08,141,4232,30005
20 - 29,BS,2021-11-08,82,3526,23124
20 - 29,FR,2021-11-08,68,7279,42907
20 - 29,GE,2021-11-08,114,13285,64139
20 - 29,GL,2021-11-08,15,820,4698
20 - 29,GR,2021-11-08,98,3224,22458
20 - 29,JU,2021-11-08,11,1541,8949
20 - 29,LU,2021-11-08,173,8011,52323
20 - 29,NE,2021-11-08,17,3549,21841
20 - 29,NW,2021-11-08,15,692,4633
20 - 29,OW,2021-11-08,33,756,4199
20 - 29,SG,2021-11-08,422,11464,64970
20 - 29,SH,2021-11-08,31,1243,9350
20 - 29,SO,2021-11-08,77,4364,31541
20 - 29,SZ,2021-11-08,128,3105,18080
20 - 29,TG,2021-11-08,190,5000,32707
20 - 29,TI,2021-11-08,49,5316,37316
20 - 29,UR,2021-11-08,19,757,4333
20 - 29,VD,2021-11-08,114,18593,106260
20 - 29,VS,2021-11-08,75,7494,42484
20 - 29,ZG,2021-11-08,62,1962,13188
20 - 29,ZH,2021-11-08,584,26812,185153
30 - 39,AG,2021-11-08,293,11220,100400
30 - 39,AI,2021-11-08,12,337,2084
30 - 39,AR,2021-11-08,62,1010,7181
30 - 39,BE,2021-11-08,458,14396,143365
30 - 39,BL,2021-11-08,129,3803,35909
30 - 39,BS,2021-11-08,82,3327,33455
30 - 39,FR,2021-11-08,93,6503,46547
30 - 39,GE,2021-11-08,142,14128,76283
30 - 39,GL,2021-11-08,32,756,5693
30 - 39,GR,2021-11-08,127,2973,26120
30 - 39,JU,2021-11-08,10,1285,8826
30 - 39,LU,2021-11-08,197,7202,61154
30 - 39,NE,2021-11-08,37,3203,23159
30 - 39,NW,2021-11-08,32,625,5642
30 - 39,OW,2021-11-08,24,642,5035
30 - 39,SG,2021-11-08,476,10506,73653
30 - 39,SH,2021-11-08,48,1161,11206
30 - 39,SO,2021-11-08,108,4095,38552
30 - 39,SZ,2021-11-08,148,2937,22237
30 - 39,TG,2021-11-08,240,4894,40710
30 - 39,TI,2021-11-08,54,5270,39781
30 - 39,UR,2021-11-08,19,637,4637
30 - 39,VD,2021-11-08,174,18128,120501
30 - 39,VS,2021-11-08,90,7372,47853
30 - 39,ZG,2021-11-08,67,1881,18604
30 - 39,ZH,2021-11-08,734,28751,256370
40 - 49,AG,2021-11-08,283,10298,96825
40 - 49,AI,2021-11-08,9,310,1930
40 - 49,AR,2021-11-08,52,849,7092
40 - 49,BE,2021-11-08,499,13212,137398
40 - 49,BL,2021-11-08,111,3749,38786
40 - 49,BS,2021-11-08,97,2686,27627
40 - 49,FR,2021-11-08,97,6258,45409
40 - 49,GE,2021-11-08,127,13410,77034
40 - 49,GL,2021-11-08,20,640,5328
40 - 49,GR,2021-11-08,137,2777,26075
40 - 49,JU,2021-11-08,19,1204,8992
40 - 49,LU,2021-11-08,225,6164,55769
40 - 49,NE,2021-11-08,35,3375,23956
40 - 49,NW,2021-11-08,52,594,5613
40 - 49,OW,2021-11-08,38,597,5024
40 - 49,SG,2021-11-08,412,9418,66764
40 - 49,SH,2021-11-08,41,1026,10746
40 - 49,SO,2021-11-08,115,3554,35972
40 - 49,SZ,2021-11-08,162,2876,22731
40 - 49,TG,2021-11-08,247,4109,37213
40 - 49,TI,2021-11-08,65,6181,48290
40 - 49,UR,2021-11-08,30,668,4684
40 - 49,VD,2021-11-08,151,16567,118412
40 - 49,VS,2021-11-08,78,6922,46165
40 - 49,ZG,2021-11-08,63,1850,19455
40 - 49,ZH,2021-11-08,653,24780,232249
50 - 59,AG,2021-11-08,190,9497,107532
50 - 59,AI,2021-11-08,14,306,2484
50 - 59,AR,2021-11-08,59,1019,8616
50 - 59,BE,2021-11-08,379,13105,155465
50 - 59,BL,2021-11-08,107,3854,45701
50 - 59,BS,2021-11-08,66,2335,26847
50 - 59,FR,2021-11-08,46,6050,48825
50 - 59,GE,2021-11-08,112,11557,72478
50 - 59,GL,2021-11-08,22,631,6163
50 - 59,GR,2021-11-08,147,3109,31774
50 - 59,JU,2021-11-08,12,1340,10842
50 - 59,LU,2021-11-08,167,6157,62118
50 - 59,NE,2021-11-08,25,3210,25764
50 - 59,NW,2021-11-08,40,717,7273
50 - 59,OW,2021-11-08,29,698,6121
50 - 59,SG,2021-11-08,332,9279,76399
50 - 59,SH,2021-11-08,34,1004,12544
50 - 59,SO,2021-11-08,75,3589,43561
50 - 59,SZ,2021-11-08,140,3023,27140
50 - 59,TG,2021-11-08,151,4358,44654
50 - 59,TI,2021-11-08,59,6512,58508
50 - 59,UR,2021-11-08,13,658,5527
50 - 59,VD,2021-11-08,126,14941,115937
50 - 59,VS,2021-11-08,73,7161,53016
50 - 59,ZG,2021-11-08,57,1807,21071
50 - 59,ZH,2021-11-08,455,21046,223652
60 - 69,AG,2021-11-08,114,5265,83686
60 - 69,AI,2021-11-08,11,210,2025
60 - 69,AR,2021-11-08,26,628,7372
60 - 69,BE,2021-11-08,225,7552,129560
60 - 69,BL,2021-11-08,49,1988,36436
60 - 69,BS,2021-11-08,40,1278,21416
60 - 69,FR,2021-11-08,28,3219,35229
60 - 69,GE,2021-11-08,54,5551,48922
60 - 69,GL,2021-11-08,16,393,5302
60 - 69,GR,2021-11-08,54,1729,26969
60 - 69,JU,2021-11-08,5,853,9320
60 - 69,LU,2021-11-08,56,3242,48108
60 - 69,NE,2021-11-08,7,1703,19209
60 - 69,NW,2021-11-08,16,368,6047
60 - 69,OW,2021-11-08,19,383,4946
60 - 69,SG,2021-11-08,208,5330,60389
60 - 69,SH,2021-11-08,15,600,10864
60 - 69,SO,2021-11-08,53,2119,36105
60 - 69,SZ,2021-11-08,79,1782,20444
60 - 69,TG,2021-11-08,110,2450,35251
60 - 69,TI,2021-11-08,24,3590,43476
60 - 69,UR,2021-11-08,14,354,4778
60 - 69,VD,2021-11-08,73,8171,80347
60 - 69,VS,2021-11-08,49,4240,42899
60 - 69,ZG,2021-11-08,23,925,14649
60 - 69,ZH,2021-11-08,257,10918,157468
70 - 79,AG,2021-11-08,73,2718,58426
70 - 79,AI,2021-11-08,10,132,1433
70 - 79,AR,2021-11-08,26,343,5050
70 - 79,BE,2021-11-08,167,4733,102884
70 - 79,BL,2021-11-08,34,1221,29538
70 - 79,BS,2021-11-08,23,799,16101
70 - 79,FR,2021-11-08,24,2130,25069
70 - 79,GE,2021-11-08,39,3482,36705
70 - 79,GL,2021-11-08,2,223,3795
70 - 79,GR,2021-11-08,39,1020,20461
70 - 79,JU,2021-11-08,1,576,7250
70 - 79,LU,2021-11-08,49,1741,33585
70 - 79,NE,2021-11-08,12,1303,15527
70 - 79,NW,2021-11-08,13,198,4461
70 - 79,OW,2021-11-08,17,222,3504
70 - 79,SG,2021-11-08,113,3102,44078
70 - 79,SH,2021-11-08,10,310,8053
70 - 79,SO,2021-11-08,40,1142,25255
70 - 79,SZ,2021-11-08,39,1049,13712
70 - 79,TG,2021-11-08,45,1316,23637
70 - 79,TI,2021-11-08,21,2722,36178
70 - 79,UR,2021-11-08,6,205,3595
70 - 79,VD,2021-11-08,43,5182,62222
70 - 79,VS,2021-11-08,25,2872,33457
70 - 79,ZG,2021-11-08,23,485,10312
70 - 79,ZH,2021-11-08,156,6532,120161
80+,AG,2021-11-08,51,2736,33478
80+,AI,2021-11-08,6,123,977
80+,AR,2021-11-08,12,334,3082
80+,BE,2021-11-08,111,5216,63650
80+,BL,2021-11-08,28,1387,20175
80+,BS,2021-11-08,15,937,13129
80+,FR,2021-11-08,13,1970,13531
80+,GE,2021-11-08,33,4034,26509
80+,GL,2021-11-08,7,243,2322
80+,GR,2021-11-08,48,996,12271
80+,JU,2021-11-08,11,724,4459
80+,LU,2021-11-08,47,2008,22055
80+,NE,2021-11-08,10,1467,10363
80+,NW,2021-11-08,3,170,2365
80+,OW,2021-11-08,6,241,1994
80+,SG,2021-11-08,55,3281,26720
80+,SH,2021-11-08,10,328,5401
80+,SO,2021-11-08,17,1261,15637
80+,SZ,2021-11-08,69,1097,7945
80+,TG,2021-11-08,25,1412,13791
80+,TI,2021-11-08,20,3224,26276
80+,UR,2021-11-08,5,246,2127
80+,VD,2021-11-08,38,5440,39500
80+,VS,2021-11-08,39,2493,18921
80+,ZG,2021-11-08,31,554,6309
80+,ZH,2021-11-08,112,6962,79000
Unbekannt,AG,2021-11-08,0,8,NA
Unbekannt,AI,2021-11-08,0,0,NA
Unbekannt,AR,2021-11-08,0,0,NA
Unbekannt,BE,2021-11-08,0,25,NA
Unbekannt,BL,2021-11-08,0,3,NA
Unbekannt,BS,2021-11-08,0,5,NA
Unbekannt,FR,2021-11-08,0,6,NA
Unbekannt,GE,2021-11-08,0,21,NA
Unbekannt,GL,2021-11-08,0,1,NA
Unbekannt,GR,2021-11-08,0,1,NA
Unbekannt,JU,2021-11-08,0,2,NA
Unbekannt,LU,2021-11-08,0,9,NA
Unbekannt,NE,2021-11-08,0,2,NA
Unbekannt,NW,2021-11-08,0,0,NA
Unbekannt,OW,2021-11-08,0,0,NA
Unbekannt,SG,2021-11-08,0,6,NA
Unbekannt,SH,2021-11-08,0,0,NA
Unbekannt,SO,2021-11-08,0,4,NA
Unbekannt,SZ,2021-11-08,2,5,NA
Unbekannt,TG,2021-11-08,1,9,NA
Unbekannt,TI,2021-11-08,0,8,NA
Unbekannt,UR,2021-11-08,0,2,NA
Unbekannt,VD,2021-11-08,0,28,NA
Unbekannt,VS,2021-11-08,0,0,NA
Unbekannt,ZG,2021-11-08,0,0,NA
Unbekannt,ZH,2021-11-08,1,46,NA
0 - 9,AG,2021-11-15,318,3089,73435
0 - 9,AI,2021-11-15,9,54,1751
0 - 9,AR,2021-11-15,53,276,6002
0 - 9,BE,2021-11-15,535,3936,101906
0 - 9,BL,2021-11-15,182,1695,27883
0 - 9,BS,2021-11-15,196,1477,18510
0 - 9,FR,2021-11-15,142,1131,36132
0 - 9,GE,2021-11-15,176,2878,53474
0 - 9,GL,2021-11-15,42,217,4062
0 - 9,GR,2021-11-15,190,1121,17618
0 - 9,JU,2021-11-15,25,280,7306
0 - 9,LU,2021-11-15,203,1538,43735
0 - 9,NE,2021-11-15,62,800,17264
0 - 9,NW,2021-11-15,43,293,3914
0 - 9,OW,2021-11-15,21,168,3825
0 - 9,SG,2021-11-15,308,2128,54040
0 - 9,SH,2021-11-15,68,425,8050
0 - 9,SO,2021-11-15,139,1383,27596
0 - 9,SZ,2021-11-15,172,783,16038
0 - 9,TG,2021-11-15,190,1323,30136
0 - 9,TI,2021-11-15,53,937,28476
0 - 9,UR,2021-11-15,25,261,3614
0 - 9,VD,2021-11-15,239,2541,87915
0 - 9,VS,2021-11-15,108,1435,33780
0 - 9,ZG,2021-11-15,74,549,13311
0 - 9,ZH,2021-11-15,901,8608,164131
10 - 19,AG,2021-11-15,494,8875,69526
10 - 19,AI,2021-11-15,19,316,1666
10 - 19,AR,2021-11-15,102,913,5311
10 - 19,BE,2021-11-15,1034,12796,97838
10 - 19,BL,2021-11-15,329,3762,28384
10 - 19,BS,2021-11-15,224,2459,15827
10 - 19,FR,2021-11-15,313,4780,36160
10 - 19,GE,2021-11-15,259,8351,53904
10 - 19,GL,2021-11-15,32,689,3827
10 - 19,GR,2021-11-15,280,2703,17630
10 - 19,JU,2021-11-15,93,1105,7854
10 - 19,LU,2021-11-15,348,5553,41479
10 - 19,NE,2021-11-15,101,2527,19083
10 - 19,NW,2021-11-15,83,712,3946
10 - 19,OW,2021-11-15,47,606,3787
10 - 19,SG,2021-11-15,599,8683,52232
10 - 19,SH,2021-11-15,105,1193,7781
10 - 19,SO,2021-11-15,208,3580,26026
10 - 19,SZ,2021-11-15,250,2572,15362
10 - 19,TG,2021-11-15,424,4003,27865
10 - 19,TI,2021-11-15,63,3525,33880
10 - 19,UR,2021-11-15,49,726,3752
10 - 19,VD,2021-11-15,367,11389,91874
10 - 19,VS,2021-11-15,218,5261,34634
10 - 19,ZG,2021-11-15,167,1930,12888
10 - 19,ZH,2021-11-15,1035,20529,146478
20 - 29,AG,2021-11-15,355,11640,79778
20 - 29,AI,2021-11-15,11,390,2010
20 - 29,AR,2021-11-15,58,1031,5879
20 - 29,BE,2021-11-15,659,16352,115407
20 - 29,BL,2021-11-15,158,4390,30005
20 - 29,BS,2021-11-15,106,3632,23124
20 - 29,FR,2021-11-15,131,7410,42907
